Data_Cadastro,ID_Cliente,Idade,Genero,CEP
2021-09-26,605,63,Feminino,11707-520
2021-12-12,704,59,Feminino,11707-520
2022-06-14,70188,56,Feminino,11707-520
2021-05-31,78595,38,Feminino,11707-520
2024-06-22,79424,38,Feminino,11707-520
2023-02-27,90943,27,Feminino,11707-520
2024-06-05,91316,65,Feminino,11707-520
2020-06-10,20613,12,Feminino,11702-200
2023-12-07,26744,54,Feminino,11702-200
2024-06-26,30269,62,Feminino,11702-200
2022-11-17,32958,68,Feminino,11702-200
2024-04-30,34629,68,Feminino,11702-200
2022-03-13,61989,37,Feminino,11702-200
2021-10-31,97072,19,Feminino,11702-200
2021-07-03,20823,31,Feminino,11717-260
2020-09-13,48867,38,Feminino,11717-260
2022-06-28,51959,57,Feminino,11717-260
2024-05-10,70960,24,Feminino,11717-260
2022-03-26,92493,47,Feminino,11717-260
2023-04-06,25135,33,Feminino,08285-060
2023-01-30,27027,16,Feminino,08285-060
2024-06-11,39407,20,Feminino,08285-060
2020-05-04,6934,24,Feminino,9340
2021-05-22,15984,16,Feminino,9340
2022-10-05,51324,39,Feminino,9340
2024-03-23,63950,68,Feminino,9340
2024-05-09,69268,68,Feminino,9340
2021-09-01,11559,18,Feminino,11350-000
2023-10-14,48084,54,Feminino,11350-000
2022-09-23,67188,20,Feminino,11350-000
2020-07-10,6567,67,Feminino,08460-000
2021-04-21,13572,35,Feminino,08460-000
2020-08-01,19678,35,Feminino,08460-000
2023-05-18,41921,67,Feminino,08460-000
2023-01-17,46067,40,Feminino,08460-000
2023-12-04,54744,12,Feminino,09450-000
2021-10-06,62250,32,Feminino,09450-000
2023-09-16,84860,20,Feminino,09450-000
2021-06-13,88202,48,Feminino,09450-000
2021-01-22,2173,30,Feminino,07432-575
2021-02-18,10808,34,Feminino,07432-575
2020-06-29,25845,15,Feminino,07432-575
2020-12-02,29491,12,Feminino,07432-575
2023-12-05,33437,29,Feminino,07432-575
2021-10-05,80581,44,Feminino,07432-575
2021-11-05,80713,39,Feminino,07432-575
2023-02-12,7071,58,Feminino,11030-000
2024-06-26,37899,21,Feminino,11030-000
2020-07-15,66862,46,Feminino,11030-000
2023-08-07,38090,16,Feminino,11460-004
2022-06-24,44983,38,Feminino,11460-004
2021-02-27,79164,65,Feminino,11460-004
2020-06-17,79608,35,Feminino,11460-004
2023-08-07,88652,39,Feminino,11460-004
2022-05-18,3975,27,Feminino,11432-501
2020-10-24,14190,49,Feminino,11432-501
2021-06-23,60326,35,Feminino,11432-501
2023-03-29,63636,53,Feminino,11432-501
2023-04-30,76659,48,Feminino,11432-501
2021-12-30,77015,18,Feminino,11432-501
2023-10-19,92244,42,Feminino,11432-501
2020-12-23,555,46,Feminino,07500-000
2022-02-07,31477,69,Feminino,07500-000
2021-01-03,46979,51,Feminino,07500-000
2024-03-05,77527,13,Feminino,07500-000
2024-06-16,99383,61,Feminino,07500-000
2022-05-23,4936,26,Feminino,11250-000
2020-04-24,10854,23,Feminino,11250-000
2021-01-13,21633,51,Feminino,11250-000
2023-01-10,96273,49,Feminino,11250-000
2024-06-12,8598,66,Feminino,12213
2023-03-05,14016,42,Feminino,12213
2020-03-04,18958,38,Feminino,12213
2023-11-28,89148,57,Feminino,12213
2022-03-18,15207,53,Feminino,12246
2021-04-12,36303,66,Feminino,12246
2023-11-27,40606,57,Feminino,12246
2020-11-08,80044,30,Feminino,12246
2022-07-07,44037,64,Feminino,12230-002
2021-02-21,65389,61,Feminino,12230-002
2022-05-17,70536,66,Feminino,12230-002
2024-06-22,74447,60,Feminino,12230-002
2020-06-23,41622,66,Feminino,12247-004
2021-10-28,75270,56,Feminino,12247-004
2024-03-26,4372,53,Feminino,11600-000
2021-12-09,12395,28,Feminino,11600-000
2020-05-09,20934,42,Feminino,11600-000
2021-10-22,32009,68,Feminino,11600-000
2021-09-21,51223,47,Feminino,11600-000
2023-12-25,71742,47,Feminino,11600-000
2022-12-05,84862,60,Feminino,11600-000
2021-03-01,92215,46,Feminino,11600-000
2020-11-05,59275,60,Feminino,12120
2022-12-13,76064,18,Feminino,12120
2021-11-28,8220,31,Feminino,12460-000
2024-05-08,9343,17,Feminino,12460-000
2021-09-04,27977,41,Feminino,12460-000
2022-03-08,29234,62,Feminino,12460-000
2023-11-25,64905,26,Feminino,12460-000
2021-02-25,96284,69,Feminino,12460-000
2023-05-30,51979,55,Feminino,12570-000
2023-02-10,52299,68,Feminino,12570-000
2023-01-30,6531,32,Feminino,11680-000
2024-03-31,22939,48,Feminino,11680-000
2024-05-01,56107,63,Feminino,11680-000
2020-10-31,59099,59,Feminino,11680-000
2023-11-09,68634,53,Feminino,11680-000
2020-03-10,71954,22,Feminino,11680-000
2021-02-23,70886,52,Feminino,7330
2021-06-11,20604,20,Feminino,7320
2023-05-17,25031,28,Feminino,7140
2020-08-11,49318,69,Feminino,7140
2021-12-04,7461,13,Feminino,7253
2021-12-23,54085,16,Feminino,7109
2023-02-18,9830,46,Feminino,7250
2021-03-24,25012,12,Feminino,7250
2022-01-01,59747,36,Feminino,7250
2022-11-20,89944,15,Feminino,7250
2023-03-26,93657,40,Feminino,7250
2022-02-10,75321,59,Feminino,7249
2022-06-20,87950,56,Feminino,7008
2021-04-07,89221,25,Feminino,7008
2020-04-21,4378,16,Feminino,7004
2021-11-13,62289,62,Feminino,7050
2021-07-10,25925,51,Feminino,7009
2023-01-28,54237,41,Feminino,7009
2022-03-31,70369,30,Feminino,7000
2020-02-27,98017,55,Feminino,7000
2023-03-29,22143,43,Feminino,7007
2022-10-30,73063,14,Feminino,7017
2021-04-24,28131,16,Feminino,7015
2021-06-28,20958,47,Feminino,7018
2023-06-22,94412,54,Feminino,7019
2020-06-23,54118,28,Feminino,7170
2023-07-18,2021,16,Feminino,7172
2024-03-31,5865,14,Feminino,7215
2021-12-14,25183,12,Feminino,38106
2023-02-11,83959,45,Feminino,38106
2020-05-15,15475,62,Feminino,38127
2021-02-26,20527,56,Feminino,38127
2020-04-16,59474,37,Feminino,38127
2023-11-27,72602,39,Feminino,38127
2022-04-12,10531,69,Feminino,38116
2021-11-04,40602,68,Feminino,38116
2021-08-20,3897,67,Feminino,38114
2022-05-07,46035,47,Feminino,38114
2024-04-26,67947,70,Feminino,38114
2022-12-19,11608,43,Feminino,38118
2021-05-26,12367,53,Feminino,38118
2023-07-15,70880,22,Feminino,38118
2021-01-03,83492,60,Feminino,38118
2023-03-21,99713,47,Feminino,38128
2022-12-29,41144,65,Feminino,38122
2020-09-30,81378,18,Feminino,38122
2024-02-03,63127,38,Feminino,38117
2022-07-31,89112,70,Feminino,38117
2024-04-13,47093,25,Feminino,38134
2022-06-30,63668,41,Feminino,38134
2023-04-09,77130,39,Feminino,38134
2024-04-13,80164,50,Feminino,38134
2020-12-03,83061,60,Feminino,38115
2023-01-04,41421,15,Feminino,38135
2022-03-07,96092,17,Feminino,38135
2021-07-17,37498,48,Feminino,38138
2024-03-20,98399,60,Feminino,38138
2021-01-30,7080,63,Feminino,38125
2022-01-16,34370,55,Feminino,38018
2021-08-03,59637,30,Feminino,38018
2022-01-16,46629,54,Feminino,38016
2024-05-01,87342,22,Feminino,38016
2020-05-19,23495,52,Feminino,38002
2020-01-12,28262,19,Feminino,38002
2020-02-20,13083,55,Feminino,38301
2020-06-01,21302,67,Feminino,38301
2020-08-06,72336,36,Feminino,38301
2022-03-05,1830,13,Feminino,38305
2021-06-16,51588,48,Feminino,38305
2021-01-15,68962,33,Feminino,37055
2022-12-29,5325,52,Feminino,37042
2022-12-26,14361,56,Feminino,37042
2020-04-09,15238,21,Feminino,37042
2021-07-20,23543,53,Feminino,37042
2024-06-26,33732,27,Feminino,37042
2020-09-30,42612,31,Feminino,37042
2022-10-17,83370,30,Feminino,37042
2022-01-20,94667,43,Feminino,37042
2022-02-09,98275,34,Feminino,37042
2023-08-29,15389,68,Feminino,37043
2022-12-10,23493,47,Feminino,37043
2021-11-15,32142,20,Feminino,37043
2021-05-09,52420,56,Feminino,37043
2024-04-20,25930,67,Feminino,38401
2021-12-17,38869,21,Feminino,38401
2024-06-24,80783,58,Feminino,38401
2021-08-24,93401,38,Feminino,37221
2022-02-21,25974,25,Feminino,37064
2023-03-02,40629,65,Feminino,37064
2022-10-20,44630,46,Feminino,37064
2023-09-18,51387,59,Feminino,37064
2023-06-14,54319,50,Feminino,37064
2020-08-04,75891,55,Feminino,37064
2023-02-13,80682,30,Feminino,37064
2020-09-05,94090,38,Feminino,37069
2020-04-01,9156,65,Feminino,37174
2021-08-02,91631,67,Feminino,37174
2020-04-19,12527,43,Feminino,37172
2023-04-18,17479,46,Feminino,37172
2020-02-02,40616,65,Feminino,37172
2023-05-12,49447,22,Feminino,37172
2023-03-03,51598,64,Feminino,37172
2022-01-29,74674,20,Feminino,37172
2024-02-04,82254,66,Feminino,37027
2023-09-22,91376,28,Feminino,37027
2021-03-12,92869,41,Feminino,37027
2022-09-02,46819,36,Feminino,37207
2021-07-08,80353,57,Feminino,37207
2023-03-06,83168,41,Feminino,37207
2024-02-04,24974,40,Feminino,37206
2021-12-26,49115,47,Feminino,37206
2023-10-29,72683,48,Feminino,37211
2023-05-23,82771,38,Feminino,37211
2022-02-25,28376,16,Feminino,37115
2023-04-17,3316,20,Feminino,37013
2022-05-28,26266,24,Feminino,37013
2022-03-05,50437,40,Feminino,37013
2021-02-19,61939,21,Feminino,37013
2021-03-22,67204,40,Feminino,37075
2021-05-06,79750,45,Feminino,37075
2024-04-02,97118,34,Feminino,37075
2023-12-02,23261,41,Feminino,37076
2022-12-29,26065,20,Feminino,37076
2021-03-19,56097,49,Feminino,37167
2020-10-21,57214,13,Feminino,37167
2023-01-18,69088,53,Feminino,37167
2023-09-01,82785,14,Feminino,37167
2024-01-19,23949,64,Feminino,37148
2023-05-21,44517,33,Feminino,37148
2024-05-19,70165,55,Feminino,37148
2021-06-27,18991,13,Feminino,37122
2020-09-18,578,21,Feminino,37128
2024-06-18,19749,61,Feminino,37128
2022-09-21,98369,69,Feminino,37128
2024-01-08,39483,41,Feminino,37066
2020-12-17,46229,40,Feminino,37066
2021-07-09,46544,52,Feminino,37066
2021-11-13,32687,40,Feminino,37129
2023-08-31,39513,12,Feminino,37129
2024-06-25,40455,20,Feminino,37129
2021-07-28,94656,36,Feminino,37129
2020-03-06,3489,21,Feminino,37130
2023-11-22,88514,58,Feminino,37130
2020-10-06,18880,50,Feminino,37087
2021-04-14,32794,16,Feminino,37087
2022-07-08,98780,25,Feminino,37087
2023-01-16,40414,53,Feminino,37388
2024-04-16,5387,53,Feminino,37355
2020-04-27,14530,58,Feminino,37355
2021-08-27,64189,12,Feminino,37110
2022-06-12,72967,47,Feminino,37110
2020-07-23,17016,35,Feminino,38501
2021-03-17,37203,34,Feminino,38501
2022-07-01,45201,19,Feminino,38501
2024-06-27,53384,51,Feminino,38501
2024-06-27,31318,56,Feminino,38506
2024-03-21,66202,55,Feminino,38506
2020-09-01,98125,36,Feminino,38506
2024-06-18,18890,59,Feminino,38583
2023-08-23,32505,35,Feminino,37415
2020-01-22,1441,65,Feminino,37343
2023-01-25,84865,29,Feminino,37343
2021-03-26,69108,59,Feminino,37379
2023-12-03,37877,70,Feminino,37421
2023-11-13,42680,66,Feminino,37421
2023-05-08,58654,38,Feminino,37421
2022-11-03,67548,60,Feminino,37421
2021-06-27,608,43,Feminino,37311
2024-01-22,34044,35,Feminino,37312
2023-06-08,35892,37,Feminino,37312
2022-03-11,42877,45,Feminino,37312
2021-12-03,95837,36,Feminino,37323
2024-01-22,49985,41,Feminino,37303
2024-06-25,89307,42,Feminino,37303
2023-04-07,24790,60,Feminino,37716
2024-06-19,89670,64,Feminino,37716
2020-03-28,9647,51,Feminino,37931
2022-02-18,78169,36,Feminino,37922
2024-02-04,97409,14,Feminino,37801
2024-06-08,3253,63,Feminino,37923
2022-04-13,56607,64,Feminino,37923
2021-05-14,56407,42,Feminino,37849
2022-03-07,34657,18,Feminino,37921
2023-07-06,58835,34,Feminino,37921
2021-11-19,79137,43,Feminino,37921
2020-10-31,96449,30,Feminino,37921
2023-11-18,3087,38,Feminino,37919
2022-11-07,61424,62,Feminino,37919
2024-03-04,70850,66,Feminino,37919
2021-06-10,22637,48,Feminino,37803
2024-04-28,84806,18,Feminino,37803
2023-08-05,11996,41,Feminino,37917
2020-07-20,51499,43,Feminino,37917
2024-04-12,94082,50,Feminino,37917
2020-06-20,2771,65,Feminino,37918
2023-07-01,9209,45,Feminino,37918
2022-11-11,58531,50,Feminino,37918
2024-05-04,69475,17,Feminino,37918
2020-03-02,75596,26,Feminino,37918
2020-03-06,4461,29,Feminino,37804
2024-02-21,5501,20,Feminino,37804
2022-02-14,10798,19,Feminino,37804
2023-04-07,38231,20,Feminino,37804
2023-05-27,87901,63,Feminino,37804
2024-06-09,37327,18,Feminino,37920
2021-01-17,64712,24,Feminino,37920
2023-04-09,82332,59,Feminino,37865
2022-03-25,88668,67,Feminino,37865
2022-02-17,28230,65,Feminino,37876
2023-04-14,43123,57,Feminino,37876
2022-06-11,67129,29,Feminino,37876
2022-07-05,3350,60,Feminino,37660
2020-01-05,33331,23,Feminino,37660
2021-07-14,46655,29,Feminino,37660
2020-04-11,6755,30,Feminino,37664
2021-01-03,53606,36,Feminino,37664
2020-02-20,2875,44,Feminino,37659
2023-06-18,66378,70,Feminino,37659
2020-06-09,83693,64,Feminino,37659
2021-08-26,38353,64,Feminino,37604
2023-01-31,67606,42,Feminino,37604
2020-04-10,76338,25,Feminino,37604
2020-10-26,84592,24,Feminino,37604
2022-04-30,77875,50,Feminino,37601
2022-09-27,89569,33,Feminino,37601
2020-05-13,91603,33,Feminino,37601
2023-06-30,97798,21,Feminino,37601
2020-05-22,63619,29,Feminino,37643
2024-01-23,95960,18,Feminino,37643
2024-04-11,26878,58,Feminino,37620
2024-06-25,53323,57,Feminino,37620
2023-09-05,5981,70,Feminino,79912
2023-06-12,9951,35,Feminino,79912
2020-05-31,38512,22,Feminino,79912
2023-04-27,41786,40,Feminino,79912
2023-07-15,74346,56,Feminino,79912
2022-04-20,77577,70,Feminino,79912
2022-05-25,95089,24,Feminino,79912
2020-02-08,25770,13,Feminino,79930
2020-11-09,68591,22,Feminino,79930
2020-06-15,50052,51,Feminino,79904
2020-01-04,89268,26,Feminino,79905
2023-09-17,20448,30,Feminino,79924
2023-10-11,18340,48,Feminino,79915
2021-10-25,70685,14,Feminino,79915
2024-01-24,77759,52,Feminino,79915
2020-10-14,19439,31,Feminino,79925
2021-07-14,27079,63,Feminino,79925
2020-10-24,28164,68,Feminino,79925
2020-03-13,53991,35,Feminino,79925
2020-11-16,33267,45,Feminino,79907
2022-07-11,45673,48,Feminino,79907
2020-02-02,52747,16,Feminino,79907
2021-07-09,75791,58,Feminino,79907
2023-01-30,2363,27,Feminino,79936
2021-10-26,26725,55,Feminino,79936
2024-06-27,30234,62,Feminino,79936
2023-08-23,57814,53,Feminino,79936
2024-04-16,63015,55,Feminino,79936
2020-12-12,58920,59,Feminino,79927
2023-09-02,38955,66,Feminino,79928
2021-06-08,40121,69,Feminino,79928
2020-03-06,41846,45,Feminino,79928
2021-08-02,4600,52,Feminino,79938
2024-02-29,32129,51,Feminino,79938
2024-04-06,57225,36,Feminino,79938
2020-11-10,57283,61,Feminino,79938
2022-08-31,82285,19,Feminino,79938
2023-04-06,23836,35,Feminino,79764
2020-02-05,66369,14,Feminino,79764
2021-06-13,12008,65,Feminino,79763
2022-12-19,1692,37,Feminino,79762
2020-02-17,83154,70,Feminino,79762
2023-07-07,86725,26,Feminino,79762
2022-07-27,20323,68,Feminino,79761
2023-12-03,25404,20,Feminino,79761
2022-09-21,37742,44,Feminino,79761
2021-02-13,86982,31,Feminino,79761
2020-01-25,34971,61,Feminino,79707
2023-02-14,18564,16,Feminino,79701
2022-01-12,65382,40,Feminino,79701
2024-05-24,75078,34,Feminino,79701
2021-01-25,96827,12,Feminino,79701
2020-02-27,22062,69,Feminino,79706
2023-05-24,76071,67,Feminino,79424
2023-07-16,45432,13,Feminino,79106
2020-06-14,24181,51,Feminino,79109
2021-10-12,36263,16,Feminino,79109
2023-08-05,16098,16,Feminino,79423
2023-02-09,23423,29,Feminino,79423
2021-05-05,44406,17,Feminino,79423
2021-04-25,47430,25,Feminino,79107
2021-04-11,47580,43,Feminino,79107
2024-02-10,91401,45,Feminino,79107
2022-02-12,51082,16,Feminino,79072
2023-10-08,2231,19,Feminino,79720
2023-07-25,27978,28,Feminino,79720
2021-05-25,58398,25,Feminino,79720
2021-09-01,35614,55,Feminino,78840
2020-05-31,1855,39,Feminino,76901
2022-07-18,39591,47,Feminino,76901
2022-04-10,92688,70,Feminino,76901
2022-09-24,30309,38,Feminino,76903
2023-12-17,13421,65,Feminino,76904
2023-08-27,26877,33,Feminino,76904
2022-10-22,14846,65,Feminino,78852
2022-12-05,20407,70,Feminino,78852
2023-03-16,71371,33,Feminino,78852
2024-04-04,95938,22,Feminino,78852
2023-01-19,51350,36,Feminino,79603
2022-09-08,98255,41,Feminino,79603
2021-04-16,59593,44,Feminino,79605
2023-09-10,7766,45,Feminino,78045
2021-03-07,41869,17,Feminino,78045
2023-09-30,60895,13,Feminino,78045
2024-06-27,45595,20,Feminino,79601
2021-05-20,77261,68,Feminino,79601
2024-06-27,14801,37,Feminino,78040
2020-08-22,26037,69,Feminino,78040
2020-10-09,89269,50,Feminino,78040
2020-02-23,90936,54,Feminino,78040
2024-06-22,14881,63,Feminino,78041
2022-08-11,33849,23,Feminino,78041
2021-05-30,61107,52,Feminino,78041
2022-03-06,84635,38,Feminino,78041
2020-03-19,10725,63,Feminino,78046
2020-03-29,64379,67,Feminino,78046
2022-09-26,80358,23,Feminino,78046
2024-02-12,265,65,Feminino,78043
2021-11-14,11301,14,Feminino,78043
2021-08-28,27556,56,Feminino,78043
2020-09-15,40088,20,Feminino,78043
2022-01-13,41704,19,Feminino,78043
2024-04-27,61415,27,Feminino,78043
2024-06-27,65793,19,Feminino,78043
2021-03-18,13648,38,Feminino,78028
2020-03-14,84159,56,Feminino,78028
2024-01-24,12932,36,Feminino,76801
2020-03-05,86212,44,Feminino,76801
2020-08-22,56303,56,Feminino,78624
2020-04-05,36592,62,Feminino,78253
2021-10-11,33332,62,Feminino,78023
2022-05-17,59847,56,Feminino,78582
2021-01-15,51821,16,Feminino,78254
2024-06-23,71267,65,Feminino,78254
2021-12-02,86374,55,Feminino,78254
2024-05-03,8823,24,Feminino,78245
2024-02-16,10320,58,Feminino,78245
2021-12-23,18990,56,Feminino,78245
2022-01-07,38227,64,Feminino,78245
2024-04-03,43506,27,Feminino,78245
2020-07-23,62159,59,Feminino,78245
2021-06-05,1453,48,Feminino,78251
2023-01-24,8991,14,Feminino,78250
2023-04-06,18454,18,Feminino,78250
2021-08-02,31588,51,Feminino,78250
2024-04-01,47859,36,Feminino,78250
2020-03-29,10170,66,Feminino,78227
2022-04-24,37336,33,Feminino,78227
2023-10-05,81654,16,Feminino,78227
2021-12-12,52180,34,Feminino,78238
2023-09-27,92579,25,Feminino,78238
2022-01-06,26182,47,Feminino,78249
2020-03-21,46578,64,Feminino,78249
2022-12-24,63277,70,Feminino,78249
2020-07-30,67034,70,Feminino,78249
2020-10-26,13690,39,Feminino,78240
2022-05-18,23937,68,Feminino,78240
2022-12-26,16938,56,Feminino,78242
2021-08-06,34138,23,Feminino,78242
2024-05-10,90156,42,Feminino,78229
2020-10-10,8876,67,Feminino,78228
2022-09-25,47994,49,Feminino,78228
2022-01-28,88123,62,Feminino,78228
2020-06-12,379,27,Feminino,78237
2022-04-26,64686,16,Feminino,78237
2024-06-25,80568,38,Feminino,78237
2024-02-11,81413,56,Feminino,78237
2024-06-26,99138,22,Feminino,78237
2022-09-06,29289,66,Feminino,78211
2022-07-05,1787,65,Feminino,78201
2024-06-19,38733,57,Feminino,78201
2020-04-01,64993,15,Feminino,78201
2023-02-07,9990,34,Feminino,78207
2022-10-26,14940,12,Feminino,78207
2021-06-15,87206,27,Feminino,78207
2023-01-30,30998,61,Feminino,78213
2021-09-04,39044,23,Feminino,78213
2020-04-20,60722,48,Feminino,78213
2022-04-02,75665,62,Feminino,78213
2022-03-25,15220,17,Feminino,78260
2022-10-03,18363,62,Feminino,78260
2022-11-12,49959,19,Feminino,78260
2022-05-11,79667,57,Feminino,78258
2023-04-17,42510,27,Feminino,78212
2021-03-10,13391,20,Feminino,78216
2024-01-31,27444,59,Feminino,78216
2023-04-29,38793,22,Feminino,78216
2022-06-19,54143,35,Feminino,78216
2023-10-13,49652,26,Feminino,78221
2024-06-23,67021,35,Feminino,78221
2023-01-08,79447,14,Feminino,78221
2020-01-15,18326,30,Feminino,78214
2023-08-16,87845,26,Feminino,78214
2021-05-25,93010,62,Feminino,78214
2021-02-12,79372,42,Feminino,78210
2022-01-30,21473,22,Feminino,78232
2022-06-12,12204,65,Feminino,78209
2021-09-20,43117,21,Feminino,78209
2024-05-29,52157,30,Feminino,78209
2021-07-04,39596,26,Feminino,78259
2021-01-28,34953,18,Feminino,78217
2020-09-17,39982,35,Feminino,78217
2022-01-05,55445,48,Feminino,78217
2020-10-16,62437,52,Feminino,78217
2023-09-18,11410,58,Feminino,78247
2021-08-13,24276,41,Feminino,78247
2020-11-05,30654,38,Feminino,78247
2020-07-30,43230,39,Feminino,78218
2024-06-27,13190,28,Feminino,78223
2023-03-25,44591,26,Feminino,78223
2020-05-25,54160,30,Feminino,78223
2024-04-23,94066,63,Feminino,78223
2024-06-26,57678,29,Feminino,78574
2023-10-21,36273,19,Feminino,78233
2021-07-10,57888,58,Feminino,78233
2020-07-06,73984,15,Feminino,78233
2022-02-22,95120,55,Feminino,78233
2024-04-15,9949,64,Feminino,78239
2022-01-01,79047,54,Feminino,78239
2021-09-16,18760,22,Feminino,78572
2020-01-13,61625,23,Feminino,78572
2024-05-11,65130,51,Feminino,78572
2020-09-16,91388,30,Feminino,78572
2021-08-29,28601,47,Feminino,78573
2024-05-25,68863,52,Feminino,78573
2021-04-16,94710,29,Feminino,78573
2023-09-03,8606,25,Feminino,78109
2024-03-22,13142,47,Feminino,78109
2024-06-09,49301,23,Feminino,78109
2023-03-24,81132,44,Feminino,78109
2022-08-27,96899,66,Feminino,78109
2024-03-10,31419,53,Feminino,78541
2021-02-11,63096,54,Feminino,78541
2021-12-18,91621,42,Feminino,78541
2023-12-10,61764,32,Feminino,78154
2022-03-12,50940,14,Feminino,78501
2022-11-22,63928,37,Feminino,78504
2021-07-19,99835,52,Feminino,78108
2022-06-26,73468,38,Feminino,76401
2023-10-19,90551,66,Feminino,76401
2024-06-23,15032,29,Feminino,78577
2023-07-07,51136,62,Feminino,78577
2022-09-07,54521,23,Feminino,78577
2020-05-16,66181,45,Feminino,78577
2020-01-11,89542,34,Feminino,78114
2022-12-02,36646,54,Feminino,78539
2020-09-25,38877,40,Feminino,78539
2021-06-10,40956,45,Feminino,78539
2024-06-26,42872,60,Feminino,78539
2024-06-26,23809,29,Feminino,78589
2020-01-19,23859,48,Feminino,78589
2021-02-26,50044,19,Feminino,78589
2021-07-29,7932,69,Feminino,78332
2024-05-14,29331,25,Feminino,78332
2022-07-23,73258,59,Feminino,78542
2022-11-19,74066,68,Feminino,78542
2023-04-20,98450,59,Feminino,78542
2021-11-21,18666,21,Feminino,78130
2024-03-10,20271,20,Feminino,78130
2022-09-17,65386,45,Feminino,78537
2024-04-11,6202,24,Feminino,78596
2021-07-27,8899,24,Feminino,78666
2021-08-17,15369,49,Feminino,78666
2023-11-28,50097,52,Feminino,78666
2021-03-27,61859,41,Feminino,78666
2023-05-17,86933,65,Feminino,78666
2023-02-24,61711,49,Feminino,78155
2022-08-14,17366,51,Feminino,78641
2022-04-11,22401,28,Feminino,78641
2020-07-10,48038,33,Feminino,78641
2024-04-05,52375,67,Feminino,78641
2023-12-05,55718,64,Feminino,78641
2022-08-16,60450,50,Feminino,78641
2021-12-07,14355,51,Feminino,78570
2024-03-28,41557,16,Feminino,78570
2021-10-25,86148,63,Feminino,78749
2022-10-04,47278,61,Feminino,78363
2024-06-27,2988,30,Feminino,78610
2021-12-28,11596,46,Feminino,78610
2020-07-26,70808,33,Feminino,78640
2021-11-08,27083,45,Feminino,78748
2023-02-24,12498,53,Feminino,78613
2022-08-30,27853,46,Feminino,78613
2023-05-17,45526,70,Feminino,78613
2024-03-12,50251,18,Feminino,78613
2024-05-31,67205,21,Feminino,78613
2020-02-10,67407,35,Feminino,78613
2021-04-25,32106,54,Feminino,76549
2021-12-23,27676,70,Feminino,78746
2021-07-19,30262,22,Feminino,76048
2021-05-21,87426,54,Feminino,76544
2022-08-18,88788,68,Feminino,76544
2020-01-07,1612,31,Feminino,78745
2023-12-15,16633,65,Feminino,78745
2023-08-31,36965,53,Feminino,78745
2024-04-18,44450,48,Feminino,78745
2020-10-27,50415,65,Feminino,78745
2023-05-16,56817,35,Feminino,78745
2021-04-26,62068,47,Feminino,78745
2023-12-07,79952,44,Feminino,78745
2020-02-09,38109,12,Feminino,76087
2023-06-24,62683,21,Feminino,78731
2022-04-12,5365,38,Feminino,78704
2023-05-11,9733,65,Feminino,78704
2024-04-23,15535,66,Feminino,78703
2020-02-20,56067,17,Feminino,78703
2024-06-23,90852,15,Feminino,78703
2024-06-27,84667,26,Feminino,78717
2022-06-11,89455,23,Feminino,78717
2021-09-24,96252,16,Feminino,78717
2020-06-10,2992,37,Feminino,78759
2024-02-25,78019,64,Feminino,78759
2022-06-28,10452,38,Feminino,78633
2021-02-16,90097,22,Feminino,78628
2022-12-28,81363,31,Feminino,78729
2022-10-15,20668,49,Feminino,78552
2022-05-31,45577,25,Feminino,78705
2022-04-10,81355,70,Feminino,78705
2020-04-18,14011,63,Feminino,78380
2020-01-22,15474,67,Feminino,78380
2024-04-12,18704,58,Feminino,78380
2021-08-02,96119,38,Feminino,78380
2020-06-14,52156,22,Feminino,78757
2021-05-10,16648,12,Feminino,78102
2023-08-19,6244,39,Feminino,78744
2022-01-01,70282,41,Feminino,76542
2021-05-12,50281,59,Feminino,78681
2020-05-17,57464,32,Feminino,78681
2020-09-13,84242,30,Feminino,78681
2020-05-04,63162,32,Feminino,78727
2024-06-23,75404,44,Feminino,78727
2020-05-08,94165,14,Feminino,78727
2023-06-06,5979,12,Feminino,78741
2021-04-15,46617,52,Feminino,78741
2021-12-04,46952,16,Feminino,78741
2024-06-27,24392,66,Feminino,76049
2020-11-07,68312,45,Feminino,76049
2021-07-18,34176,15,Feminino,78758
2023-05-02,37281,13,Feminino,78758
2021-09-24,46984,23,Feminino,78758
2021-05-08,60728,53,Feminino,78758
2020-01-09,66432,34,Feminino,78752
2021-08-24,42050,51,Feminino,78723
2021-09-01,47898,58,Feminino,78723
2024-01-01,74815,25,Feminino,78723
2021-04-23,79844,18,Feminino,78723
2021-03-29,76841,60,Feminino,78753
2024-06-07,32122,31,Feminino,78550
2023-10-22,62402,43,Feminino,78550
2021-02-25,80971,28,Feminino,78550
2021-06-27,93717,68,Feminino,78550
2021-01-26,43147,25,Feminino,76543
2024-04-13,39930,19,Feminino,78664
2020-08-13,57412,55,Feminino,78664
2020-10-11,73200,62,Feminino,76548
2021-07-16,79558,51,Feminino,78665
2023-11-28,13944,42,Feminino,78586
2023-01-19,83489,69,Feminino,78586
2024-02-17,61279,12,Feminino,78724
2023-08-07,5704,15,Feminino,78520
2024-06-10,6641,15,Feminino,78520
2023-06-15,29091,67,Feminino,78520
2024-06-22,65735,58,Feminino,78520
2023-08-30,13393,61,Feminino,78626
2024-01-19,20636,32,Feminino,78626
2023-07-08,3555,59,Feminino,78660
2020-12-13,14708,39,Feminino,78660
2024-05-21,14968,41,Feminino,78660
2020-01-16,27282,37,Feminino,78660
2023-02-07,70084,17,Feminino,78660
